"ID"	"Taxonomy"
"MN215991.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Chaenomeles; s__cathayensis"
"EU091626.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__nota"
"KF137911.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pipturus; s__ruber"
"AF362711.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__caesius"
"KF241103.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__pseudocerasus"
"KM037663.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__rhamnifolius"
"AF362726.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__picticaulis"
"EU091635.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__stolonifera"
"KC420462.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"KF137917.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pouzolzia; s__sanguinea"
"EU091638.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__chiapensis"
"FJ031106.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__robusta"
"FJ031137.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__setifolia"
"KM037583.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__platyphyllus"
"KM037674.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__elatior"
"KF137915.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pouzolzia; s__argenteonitida"
"KP858888.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__brachyodontum"
"KM037467.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pedemontanus"
"AY730120.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__mucuso"
"KP858872.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__huanjiangense"
"KM037208.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"JN613509.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KM037283.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__conothyrsoides"
"FJ031102.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__filifolia"
"KM037493.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__perrobustus"
"EU091662.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__badiopurpurea"
"JN613531.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"AF362721.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__maximiformis"
"DQ217770.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__corchorifolius"
"EU091627.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__obpyramidata"
"KF137825.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Cecropia; s__ficifolia"
"AY730082.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__luschnathiana"
"KM037490.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__perrobustus"
"MN215980.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Malus; s__baccata"
"KM037386.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__grossus"
"FN430799.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__pedersenii"
"MN577921.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__impressivena"
"KM037530.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__rhamnifolius"
"AY730068.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__sundaica"
"LC507637.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__japonica"
"DQ813303.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__nivea"
"KC420470.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"FJ031117.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__glauca"
"KP858894.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__subcoriaceum"
"KP858863.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hirtellipedunculatum"
"EU091642.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__aurata"
"HQ144186.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__celtidifolia"
"LC507652.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__japonica"
"EF545660.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__obliqua"
"KP858890.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__xanthophyllum"
"AY730132.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__gul"
"KF137880.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__japonica"
"MN905578.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__asiatica"
"KP858857.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__rivulare"
"EU091591.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__maclellandii"
"EU091571.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__polyantha"
"KM037578.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__platyphyllus"
"EU091616.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__semivestita"
"KF137856.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__subtrichotomum"
"KM037298.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__dollnensis"
"AY730100.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__natalensis"
"KF137833.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__orientalis"
"DQ455653.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__usambarensis"
"AY730139.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__scortechinii"
"KF137869.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Humulus; s__scandens"
"FN430786.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__villosa"
"KM037594.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__tabanimontanus"
"KM037570.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sulcatus"
"KM037548.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__scissoides"
"MN905583.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__fernaldii"
"MN577900.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__lanceolata"
"KM037554.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__silvaticus"
"AF362725.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__picticaulis"
"MH628293.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__allegheniensis"
"KP858858.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__platyphyllum"
"KF137850.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__densistriolatum"
"JN613544.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KM037289.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__canescens"
"KM037196.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"EU091669.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__melinocarpa"
"EU091637.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__carica"
"KM037480.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__plicatus"
"KU321590.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Spiraea; s__salicifolia"
"KF137863.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Girardinia; s__diversifolia"
"MN215996.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Sorbus; s__thibetica"
"KF137868.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Hemistylus; s__macrostachya"
"KP858896.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__tenuinerve"
"KM037563.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__grossus"
"FN687772.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__rhamnoides"
"JN613538.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"MN215974.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Malus; s__x"
"KC332217.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Humulus; s__lupulus"
"KP858848.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__fengshanense"
"FN430790.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__fragiformis"
"KF137883.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Neraudia; s__kauaiensis"
"KC862361.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__azorica"
"KM037216.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bohemiicola"
"KM037523.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__radula"
"MN577927.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Photinia; s__prionophylla"
"KM037230.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bollei"
"KP858789.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__vitiense"
"KM037346.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__franconicus"
"KM037600.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sanctus"
"KM037282.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__conothyrsoides"
"KC420469.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"MN577919.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__seguinii"
"JN613514.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"AY730129.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__jimiensis"
"EU091625.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__megaleia"
"KF137920.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pouzolzia; s__zeylanica"
"KP858829.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__sp."
"EU747114.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__edulis"
"KF137879.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__japonica"
"KM037394.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__hypomalacus"
"KP858798.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__goudotianum"
"KP858811.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__radicans"
"KC420475.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"KF137921.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pouzolzia; s__zeylanica"
"DQ455663.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__nigropunctata"
"FJ031113.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__verrucosa"
"AY730079.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__eximia"
"AY345152.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__australis"
"FJ899097.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__avium"
"KM037210.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bifrons"
"JX110835.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Zelkova; s__serrata"
"KF137853.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__petelotii"
"KM037403.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__cf."
"MH317264.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Parietaria; s__hespera"
"KF137935.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urtica; s__atrichocaulis"
"MN215978.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__deflexa"
"KM037463.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pedemontanus"
"KM037421.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"KC420476.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"MN215975.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Heteromeles; s__arbutifolia"
"KM037547.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__scissoides"
"FN430817.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__norvegica"
"KF137914.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Poikilospermum; s__suaveolens"
"KM037379.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__gracilis"
"KM037418.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__incanescens"
"JN613520.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KF137843.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Droguetia; s__ambigua"
"AY730074.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__calimana"
"KF137873.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Lecanthus; s__petelotii"
"EU091668.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__macrorrhyncha"
"JN613523.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"EU091658.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__scratchleyana"
"FN687770.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__tibetana"
"KP858901.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__obtusum"
"KM037338.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__franconicus"
"KM037502.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pruinosus"
"KM037225.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bohemiicola"
"KM037432.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__montanus"
"MN577925.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Photinia; s__beckii"
"KM037382.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__grossus"
"KM037194.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"FN430818.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__multifida"
"AY730124.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__oleifolia"
"KM037521.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__radula"
"KM037666.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KM037214.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bifrons"
"AF362723.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__picticaulis"
"KP858838.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__thalictroides"
"KM037322.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__fasciculatus"
"EU091573.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__caulocarpa"
"KC821761.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Elaeagnus; s__angustifolia"
"KP858826.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__samoense"
"KP858846.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__cyrtandrifolium"
"AY083361.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__glaucus"
"KM037602.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__ulmifolius"
"KM037398.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__cf."
"JX110836.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Zelkova; s__schneideriana"
"KP858869.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__sinopurpureum"
"KC420491.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pellionia; s__grijsii"
"MN577907.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__microphyllus"
"FJ031124.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__teretifolia"
"KM037643.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KP858895.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__binatum"
"DQ455646.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__amadiensis"
"KP858821.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__grande"
"KM037293.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__divaricatus"
"KM037647.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__wahlbergii"
"KF137862.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Gesnouinia; s__arborea"
"AY730092.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__platyphylla"
"AY730089.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__schippii"
"KM037280.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__crispomarginatus"
"KM037325.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__fasciculatus"
"KF137916.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pouzolzia; s__mixta"
"MN905597.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Hesperomeles; s__pernettyoides"
"MN215987.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__obovalis"
"MN905593.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Vauquelinia; s__californica"
"MN577903.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Pyrus; s__communis"
"EU003918.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__nivea"
"KC420472.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
